rxn_formula,example reaction id,using dS_f data,extend of using dS_f data,dS_r_from_slope,dS_r_from_dG_r_and_dH_r,median_dG_r,rxn_formula_name,enzyme name,EC number
CHB_18066 + CHB_4170 = CHB_17659 + CHB_18283,Keq_1065,68.93744418,0.5,,,-135.019546,UDPglucose(aq) + D-glucose 6-phosphate(aq) = UDP(aq) + trehalose 6-phosphate(aq),",-trehalose-phosphate synthase (UDP-forming)",2.4.1.15
CHB_17057 + CHB_26078 = CHB_16077 + CHB_4167,Keq_4005,-46.53898807,0.5,,,42795.27407,cellobiose(aq) + orthophosphate(aq) = D-glucose(aq) + D-glucose 1-phosphate(aq),cellobiose phosphorylase,2.4.1.20
CHB_18283 + CHB_26078 = CHB_16077 + CHB_4170,Keq_17,-27.10185145,0.5,,,48088.8567,",-trehalose 6-phosphate(aq) + orthophosphate(aq) = D-glucose 1-phosphate(aq) + D-glucose 6-phosphate(aq)",trehalose-6-phosphate phosphorylase,2.4.1.216
CHB_18411 + CHB_26078 = CHB_16077 + CHB_4167,Keq_1489,-43.23354366,0.5,,,41442.76289,laminaribiose(aq) + orthophosphate(aq) = D-glucose(aq) + D-glucose 1-phosphate(aq),laminaribiose phosphorylase,2.4.1.31
CHB_16551 + CHB_26078 = CHB_16077 + CHB_4167,Keq_2093,-48.16289374,0.5,,,44228.92442,",-trehalose(aq) + orthophosphate(aq) = D-glucose(aq) + D-glucose 1-phosphate(aq)",",-trehalose phosphorylase",2.4.1.64
CHB_18107 + CHB_26078 = CHB_17712 + CHB_35425,Keq_4004,2.705240222,0.5,,,6916.646745,xanthosine(aq) + orthophosphate(aq) = xanthine(aq) + D-ribose 1-phosphate(aq),purine-nucleoside phosphorylase,2.4.2.1
CHB_17154 + CHB_35425 = CHB_15927 + CHB_26078,Keq_439,63.32167766,0.5,,,-47040.65917,nicotinamide(aq) + D-ribose 1-phosphate(aq) = nicotinamide riboside(aq) + orthophosphate(aq),purine-nucleoside phosphorylase,2.4.2.1
CHB_17596 + CHB_17821 = CHB_17368 + CHB_45996,Keq_3875,25.2946678,0.5,,,3916.346533,inosine(aq) + thymine(aq) = 5-methyluridine(aq) + hypoxanthine(aq),purine-nucleoside phosphorylase and pyrimidine-nucleoside phosphorylase,2.4.2.1
CHB_17509 + CHB_26078 = CHB_16708 + CHB_27859,Keq_3580,-54.6161789,0.5,,,50690.38011,5'-methylthioadenosine(aq) + orthophosphate(aq) = adenine(aq) + 5-methylthio-D-ribose 1-phosphate(aq),5 '-methylthioadenosine phosphorylase,2.4.2.28
CHB_16708 + CHB_28997 = CHB_17256 + CHB_17368,Keq_2302,-28.64204713,0.5,,,-893.2872894,2'-deoxyinosine(aq) + adenine(aq) = 2'-deoxyadenosine(aq) + hypoxanthine(aq),nucleoside deoxyribosyltransferase,2.4.2.6
CHB_17111 + CHB_17368 = CHB_17202 + CHB_18361,Keq_4002,-9.312435356,0.5,,,-1986.970432,hypoxanthine(aq) + 5-phospho--D-ribose 1-diphosphate(aq) = IMP(aq) + pyrophosphate(aq),hypoxanthine phosphoribosyltransferase,2.4.2.8
CHB_16977 + CHB_18090 = CHB_15361 + CHB_15725,Keq_4192,-0.744932347,0.5,,,805.4668753,"L-alanine(aq) + 3-aminopropionaldehyde(aq) = pyruvate(aq) + 1,3-diaminopropane(aq)",polyamine aminotransferase,2.6.1.-
CHB_16810 + CHB_60893 = CHB_17778 + CHB_29985,Keq_1494,62.88107606,0.5,,,-6870.268611,erythro-3-hydroxyaspartate(aq) + 2-oxoglutarate(aq) = 2-oxo-3-hydroxybutanedioic acid(aq) + L-glutamate(aq),aspartate transaminase,2.6.1.1
CHB_16891 + CHB_18050 = CHB_15428 + CHB_16769,Keq_2065,57.96068889,0.5,,,-17265.49622,L-glutamine(aq) + glyoxylate(aq) = 2-oxoglutaramate(aq) + glycine(aq),glutamine-pyruvate aminotransaminase,2.6.1.15
CHB_18050 + PBC_473 = CHB_16643 + CHB_16769,Keq_2064,7.796356612,0.5,,,-11161.49008,L-glutamine(aq) + 2-oxo-4-methiolbutyrate(aq) = 2-oxoglutaramate(aq) + L-methionine(aq),glutamine-pyruvate aminotransaminase,2.6.1.15
CHB_29985 + CHB_35266 = CHB_16810 + CHB_17279,Keq_1320,-53.54730555,0.5,,,-1120.659497,"N-succinyl-2-L-amino-6-oxoheptanedioate(aq) + L-glutamate(aq) = N-succinyl-L-2,6-diaminoheptanedioate(aq) + 2-oxoglutarate(aq)",succinyldiaminopimelate transaminase,2.6.1.17
CHB_16810 + CHB_30566 = CHB_29985 + CHB_57706,Keq_3503,54.11330077,0.5,,,1989.67794,4-aminobutanoate(aq) + 2-oxoglutarate(aq) = 4-oxobutanoate(aq) + L-glutamate(aq),4-aminobutyrate aminotransferase,2.6.1.19
CHB_15361 + MAN_10134 = CHB_16977 + MAN_10135,Keq_1694,-27.99058645,0.5,,,-5652.743505,o-methylpyridoxamine(aq) + pyruvate(aq) =o-methylpyridoxal(aq) + L-alanine(aq),pyridoxamine-pyruvate transaminase,2.6.1.30
CHB_15361 + CHB_16410 = CHB_16977 + CHB_17310,Keq_1693,-19.54006496,0.5,,,-3177.351325,pyridoxamine(aq) + pyruvate(aq) = pyridoxal(aq) + L-alanine(aq),pyridoxamine-pyruvate transaminase,2.6.1.30
CHB_15361 + MAN_10058 = CHB_16977 + MAN_10057,Keq_1696,-30.20548726,0.5,,,-2720.473227,norpyridoxamine(aq) + pyruvate(aq) = norpyridoxal(aq) + L-alanine(aq),pyridoxamine-pyruvate transaminase,2.6.1.30
CHB_15361 + PBC_15850356 = CHB_16977 + MAN_10062,Keq_1697,-27.1145159,0.5,,,2650.366502,3-hydroxy-4-aminomethylpyridine(aq) + pyruvate(aq) = 3-hydroxypyridine-4-aldehyde(aq) + L-alanine(aq),pyridoxamine-pyruvate transaminase,2.6.1.30
CHB_15361 + PBC_12486188 = CHB_16977 + PBC_164889,Keq_1695,-26.43167395,0.5,,,3895.653834,5-deoxypyridoxamine(aq) + pyruvate(aq) = 5-deoxypyridoxal(aq) + L-alanine(aq),pyridoxamine-pyruvate transaminase,2.6.1.30
CHB_16810 + CHB_68523 = CHB_16128 + CHB_29985,Keq_1498,45.81843951,0.5,,,-2010.673057,"dTDP-4-amino-4,6-dideoxyD-glucose(aq) + 2-oxoglutarate(aq) = dTDP-4-dehydro-6-deoxyD-glucose(aq) + L-glutamate(aq)","dTDP-4-amino-4,6-dideoxy-D-glucose transaminase",2.6.1.33
CHB_15361 + CHB_15573 = CHB_16977 + CHB_18124,Keq_35,65.20931075,0.5,,,-44712.51083,(2-aminoethyl)phosphonate(aq) + pyruvate(aq) = 2-phosphonoacetaldehyde(aq) + L-alanine(aq),(2-aminoethyl)phosphonate-pyruvate transferase,2.6.1.37
CHB_16810 + CHB_37023 = CHB_15753 + CHB_29985,Keq_1960,70.66001286,0.5,,,-798.570617,L-2-aminoadipate(aq) + 2-oxoglutarate(aq) = 2-oxoadipate(aq) + L-glutamate(aq),2-aminoadipate transaminase,2.6.1.39
CHB_16810 + PBC_164608 = CHB_29985 + CHS_15334833,Keq_14,85.56077893,0.5,36.30805655,36.30805655,-6040.339459,"L-tert-leucine(aq) + 2-oxoglutarate(aq) = 3,3-dimethyl-2-oxobutanoate(aq) + L-glutamate(aq)",branched-chain-amino-acid transferase,2.6.1.42
CHB_18110 + CHB_29985 = CHB_15811 + CHB_16810,Keq_1605,-45.70469187,0.5,,,-4217.910459,3-phosphonooxypyruvate(aq) + L-glutamate(aq) = 2-oxoglutarate(aq) + O-phospho-L-serine(aq),phosphoserine transaminase,2.6.1.52
CHB_16810 + CHB_16996 = CHB_16426 + CHB_29985,Keq_789,59.7024323,0.5,,,-8506.870295,L-histidinol phosphate(aq) + 2-oxoglutarate(aq) = 3-(imidazol-4-yl)-2-oxopropyl phosphate(aq) + L-glutamate(aq),histidinol-phosphate transaminase,2.6.1.9
CHB_15422 + MAN_10113 = CHB_16761 + MAN_10153,Keq_3907,-147.6738162,0.5,,,98474.34787,ATP(aq) + 6-amino-D-glucose(aq) = ADP(aq) + 6-amino-D-glucose 6-phosphate(aq),hexokinase,2.7.1.1
CHB_15422 + CHB_57328 = CHB_15346 + CHB_16761,Keq_807,-198.2375111,0.5,,,48330.36212,ATP(aq) + 3'-dephospho-CoA(aq) = ADP(aq) + CoA(aq),dephospho-CoA kinase,2.7.1.24
CHB_15354 + CHB_15422 = CHB_16761 + CHB_18132,Keq_4208,-142.489474,0.5,,,51492.66533,ATP(aq) + choline(aq) = ADP(aq) + O-phosphocholine(aq),chloine kinase,2.7.1.32
CHB_15422 + CHB_30753 = CHB_18361 + MAN_10048,Keq_3991,-84.23373307,0.5,,,15266.7498,4-aminobenzoic acid(aq) + ATP(aq) = 4-aminobenzoic acid adenylate(aq) + pyrophosphate(aq),actinomycin synthetase I,2.7.2
CHB_15422 + CHB_30763 = CHB_18361 + CHB_86433,Keq_3992,-69.84856421,0.5,,,18350.88495,4-hydroxybenzoic acid(aq) + ATP(aq) = 4-hydroxybenzoic acid adenylate(aq) + pyrophosphate(aq),actinomycin synthetase I,2.7.2
CHB_15422 + CHB_30764 = CHB_18361 + MAN_10050,Keq_3989,-79.55312891,0.5,,,20405.15058,3-hydroxybenzoic acid(aq) + ATP(aq) = 3-hydroxybenzoic acid adenylate(aq) + pyrophosphate(aq),actinomycin synthetase I,2.7.2
CHB_15422 + CHB_30754 = CHB_18361 + MAN_10049,Keq_3982,-71.70377278,0.5,,,25769.88022,2-aminobenzoic acid(aq) + ATP(aq) = 2-aminobenzoic acid adenylate(aq) + pyrophosphate(aq),actinomycin synthetase I,2.7.2
CHB_15422 + CHB_18026 = CHB_18361 + MAN_10046,Keq_3981,-77.84299937,0.5,,,29900.93323,"2,3-dihydroxybenzoic acid(aq) + ATP(aq) = 2,3-dihydroxybenzoic acid adenylate(aq) + pyrophosphate(aq)",actinomycin synthetase I,2.7.2
CHB_15422 + CHB_42682 = CHB_18361 + MAN_10053,Keq_3983,-83.52963307,0.5,,,32559.87188,3-aminobenzoic acid(aq) + ATP(aq) = 3-aminobenzoic acid adenylate(aq) + pyrophosphate(aq),actinomycin synthetase I,2.7.2
CHB_15422 + CHB_15793 = CHB_18361 + MAN_10045,Keq_3988,-129.1326508,0.5,,,56608.96958,3-hydroxyanthranilic acid(aq) + ATP(aq) = 3-hydroxyanthranilic acid adenylate(aq) + pyrophosphate(aq),actinomycin synthetase I,2.7.2
CHB_15422 + CHB_17794 = CHB_16001 + CHB_16761,Keq_1959,-106.5347784,0.5,,,18780.56147,ATP(aq) + 3-phospho-D-glycerate(aq) = ADP(aq) + 3-phospho-D-glyceroyl phosphate(aq),phosphoglycerate kinase,2.7.2.3
CHB_15422 + CHB_16344 = CHB_16034 + CHB_16761,Keq_3694,-238.7289578,0.5,,,90704.54669,ATP(aq) + guanidinoacetate(aq) = ADP(aq) + phosphoguanidinoacetate(aq),guanidinoacetate kinase,2.7.3.1
CHB_15422 + PBC_2896 = CHB_16761 + PBC_124896,Keq_3739,-169.0768331,0.5,,,40061.28841,ATP(aq) + cyclocreatine(aq) = ADP(aq) + phosphocyclocreatine(aq),creatine kinase,2.7.3.2
CHB_15422 + CHB_16919 = CHB_16761 + CHB_17287,Keq_2880,-122.2204402,0.5,,,48846.83761,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),creatine kinase,2.7.3.2
CHB_15422 + CHB_17228 = CHB_16761 + PBC_439923,Keq_1280,-130.7771726,0.5,,,43861.6032,ATP(aq) + taurocyamine(aq) = ADP(aq) + N-w-phosphotaurocyamine(aq),taurocyamine kinase,2.7.3.4
CHB_15422 + CHB_16585 = CHB_16761 + CHB_18039,Keq_3696,-131.4733776,0.5,,,45501.98505,ATP(aq) + lombricine(aq) = ADP(aq) + N-w-phospholombricine(aq),lombricine kinase,2.7.3.5
CHB_15422 + CHB_17436 = CHB_15899 + CHB_16761,Keq_3397,151.1065217,0.5,,,-44150.07141,ATP(aq) + (R)-5-phosphomevalonate(aq) = ADP(aq) + (R)-5-diphosphomevalonate(aq),phosphomevalonate kinase,2.7.4.2
CHB_16761 + MAN_10055 = CHB_16027 + MAN_10054,Keq_2373,-158.0064047,0.5,,,38958.57955,ADP(aq) + ADP-N-1-oxide(aq) = ATP-N-1-oxide(aq) + AMP(aq),adenylate kinase,2.7.4.3
CHB_16077 + CHB_16761 = CHB_15751 + CHB_26078,Keq_125,-33.13878436,0.5,,,-37610.04036,ADP(aq) + D-glucose 1-phosphate(aq) = ADPglucose(aq) + orthophosphate(aq),ADP-glucose phosphorylase,2.7.7
CHB_15996 + CHB_35374 = CHB_15820 + CHB_18361,Keq_1395,-31.01774504,0.5,,,-3093.231008,GTP(aq) + D-mannose 1-phosphate(aq) = GDPmannose(aq) + pyrophosphate(aq),mannose-1-phosphate guanylyltransferase,2.7.7.13
CHB_17553 + CHB_17677 = CHB_16732 + CHB_18361,Keq_2552,4.352188243,0.5,,,336.6251421,CTP(aq) + O-phosphorylethanolamine(aq) = pyrophosphate(aq) + CDPethanolamine(aq),ethanolamine-phosphate cytidylyltransferase,2.7.7.14
CHB_17677 + CHB_18132 = CHB_16436 + CHB_18361,Keq_2670,1.865319193,0.5,,,831.7001296,CTP(aq) + phosphorylcholine(aq) = pyrophosphate(aq) + CDPcholine(aq),choline-phosphate cytidylyltransferase,2.7.7.15
CHB_15713 + PBC_440272 = CHB_16264 + CHB_18361,Keq_1182,-6.071132345,0.5,,,7332.054084,UTP(aq) + N-acetyl--D-glucosamine 1-phosphate(aq) = UDP-N-acetyl-D-glucosamine(aq) + pyrophosphate(aq),UDP-N-acetylglucosamine pyrophosphorylase,2.7.7.23
CHB_16077 + CHB_18077 = CHB_15700 + CHB_18361,Keq_1271,-12.61134952,0.5,,,-706.5963788,dTTP(aq) + D-glucose 1-phosphate(aq) = dTDPglucose(aq) + pyrophosphate(aq),glucose-1-phosphate thymidylyltransferase,2.7.7.24
CHB_15422 + CHB_16077 = CHB_15751 + CHB_18361,Keq_1302,-13.74294576,0.5,,,-3080.438783,ATP(aq) + D-glucose 1-phosphate(aq) = ADPglucose(aq) + pyrophosphate(aq),glucose-1-phosphate adenylyltransferase,2.7.7.27
CHB_16077 + CHB_17677 = CHB_18361 + CHB_35242,Keq_1495,4.054633939,0.5,,,-1939.528064,CTP(aq) + D-glucose 1-phosphate(aq) = CDPglucose(aq) + pyrophosphate(aq),glucose-1-phosphate cytidylyltransferase,2.7.7.33
CHB_15996 + CHB_16077 = CHB_18361 + CHB_62254,Keq_1513,-25.19900128,0.5,,,660.1418622,GTP(aq) + D-glucose 1-phosphate(aq) = GDPglucose(aq) + pyrophosphate(aq),glucose-1-phosphate guanylyltransferase,2.7.7.34
CHB_15713 + CHB_16787 = CHB_17200 + CHB_18361,Keq_2035,7.332943958,0.5,,,12772.18117,1-phospho--D-glucuronate(aq) + UTP(aq) = UDP-D-glucuronate(aq) + pyrophosphate(aq),glucuronate-1-phosphate uridylyltransferase,2.7.7.44
CHB_15713 + CHB_16077 = CHB_18066 + CHB_18361,Keq_2972,-26.24719414,0.5,,,2786.428193,UTP(aq) + D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq),UTP-glucose-1-phosphate uridylyltransferase,2.7.7.9
CHB_15377 + PBC_5283468 = CHB_16196 + CHB_17754,Keq_4020,-13.0320955,0.5,,,48477.59117,monoolein(aq) + H2O(l) = oleic acid(aq) + glycerol(aq),triacylglycerol lipase,3.1.1.3
CHB_15377 + PBC_75612 = CHB_15354 + CHB_17272,Keq_420,-78.87670351,0.5,,,14969.71651,propionylcholine(aq) + H2O(l) = propionate(aq) + choline(aq),acetylcholinesterase,3.1.1.7
CHB_15355 + CHB_15377 = CHB_15354 + CHB_30089,Keq_393,-76.4907915,0.5,-57.13566187,-57.13566187,15305.98284,acetylcholine(aq) + H2O(l) = acetate(aq) + choline(aq),acetylcholinesterase,3.1.1.7
CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,Keq_3081,113.9053459,0.5,,,-57770.20338,(R)-3-phosphoglycerate(aq) + H2O(l) = (R)-glycerate(aq) + orthophosphate(aq),alkaline phosphatase,3.1.3.1
CHB_15377 + MAN_10175 = CHB_26078 + CHB_30742,Keq_3746,80.83129556,0.5,,,-47900.8736,ethylene glycol phosphate(aq) + H2O(l) = ethylene glycol(aq) + orthophosphate(aq),alkaline phosphatase,3.1.3.1
CHB_15377 + MAN_10124 = CHB_26078 + PBC_8880,Keq_1334,68.22336363,0.5,,,-48481.84099,N-acetylethanolamine phosphate(aq) + H2O(l) = N-acetylethanolamine(aq) + orthophosphate(aq),alkaline phosphatase,3.1.3.1
CHB_15377 + CHB_18132 = CHB_15354 + CHB_26078,Keq_2578,40.80531964,0.5,,,-44601.8898,phosphorylcholine(aq) + H2O(l) = choline(aq) + orthophosphate(aq),alkaline phosphatase,3.1.3.1
CHB_15377 + CHB_15751 = CHB_16027 + CHB_16077,Keq_6,-217.66313,0.5,,,73275.03657,ADPglucose(aq) + H2O(l) = D-glucose 1-phosphate(aq) + AMP(aq),ADPglucose phosphodiesterase,3.1.4
CHB_15377 + MAN_10025 = CHB_4167 + CHB_45895,Keq_213,-10.89761408,0.5,,,-9481.239727,2-methyl-2-propyl-D-glucopyranoside(aq) + H2O(l) = 2-methyl-2-propanol(aq) + D-glucose(aq),_-glucosidase,3.2.1.21
CHB_15377 + CHB_16680 = CHB_16335 + CHB_17588,Keq_1127,41.82461476,0.5,,,34779.16979,S-adenosyl-L-homocysteine(aq) + H2O(l) = adenosine(aq) + L-homocysteine(aq),adenosylhomocysteinase,3.3.1.1
CHB_15377 + CHB_27470 = CHB_29985 + PBC_95054,Keq_2033,-73.03646273,0.5,,,25127.3187,pteroylglutamate(aq) + H2O(l) = pteroate(aq) + L-glutamate(aq),glu-X carboxypeptidase,3.4.19.9
CHB_15377 + MAN_10067 = CHB_16134 + MAN_10068,Keq_449,-25.65386063,0.5,-10.65044837,-10.65044837,-2132.943645,N-benzoyl-L-tyrosylglycinamide(aq) + H2O(l) = N-benzoyl-L-tyrosylglycine(aq) + ammonia(aq),chymotrypsin,3.4.21.1
CHB_15377 + MAN_10171 = CHB_16259 + CHB_17790,Keq_2645,-58.85248303,0.5,,,16657.39914,N-acetyl-L-phenylalanine methyl ester(aq) + H2O(l) = N-acetyl-L-phenylalanine(aq) + methanol(aq),chymotrypsin,3.4.21.1
CHB_15377 + CHB_27480 = CHB_15428 + CHB_30745,Keq_2962,-65.90896396,0.5,,,-388.3614084,phenylacetylglycine(aq) + H2O(l) = phenylacetic acid(aq) + glycine(aq),penicillin amidase,3.5.1.11
CHB_15377 + PBC_306142 = CHB_18347 + CHB_30089,Keq_3058,-87.86776953,0.5,9.295861168,9.295861168,-6241.561007,N-acetyl-L-norleucine(aq) + H2O(l) = acetate(aq) + L-norleucine(aq),aminoacylase,3.5.1.14
CHB_15377 + PBC_5708661 = CHB_18314 + CHB_30089,Keq_3059,-85.79149705,0.5,,,-5784.046491,N-acetyl-L-norvaline(aq) + H2O(l) = acetate(aq) + L-norvaline(aq),aminoacylase,3.5.1.14
CHB_15377 + CHB_75305 = CHB_15429 + CHB_29985,Keq_1340,-92.20842142,0.5,,,40688.13904,g-/glutamohydroxamic acid(aq) + H2O(l) = L-glutamate(aq) + hydroxylamine(aq),glutaminase,3.5.1.2
CHB_15377 + CHB_17536 = CHB_15412 + CHB_16199,Keq_1659,13.66815553,0.5,,,3970.148056,allantoate(aq) + H2O(l) = (-)-ureidoglycolate(aq) + urea(aq),allantoicase,3.5.3.4
CHB_16134 + CHB_29748 = CHB_15377 + CHB_35181,Keq_3873,12.16044012,0.5,,,-4994.9351,chorismate(aq) + ammonia(aq) = 4-amino-4-deoxychorismate(aq) + H2O(l),4-aminobenzoate synthase,2.6.1.85
CHB_17544 + CHB_28843 = CHB_15377 + CHB_28413,Keq_4278,-45.47570755,0.5,,,5121.131387,Aminoimidazole ribotide(aq) + carbon dioxide(aq) = 1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate(aq) + H2O(l),phosphoribosylaminoimidazole carboxylase,4.1.1.21
CHB_15635 + CHB_16842 = CHB_15377 + CHB_1989,Keq_4282,-116.4154924,0.5,,,-25693.62489,"tetrahydrofolate(aq) + formaldehyde(aq) = 5,10-methylenetetrahydrofolate(aq) + H2O(l)",formaldehyde condensation with THF,7.1.1.1
CHB_27973 = CHB_61553,Keq_2303,-25.42730349,0.5,,,-11519.88,D-arabino-3-hexulose 6-phosphate(aq) = D-fructose 6-phosphate(aq),phospho-3-hexuloisomerase,5.3.1.27
CHB_30744 = CHB_17479,Keq_1404,-168.594706,0.5,,,5737.860193,keto-oxaloacetate(aq) = enol-oxaloacetate(aq),oxaloacetate tautomerase,5.3.2.2
CHB_16077 = CHB_4170,Keq_3702,28.27525932,0.5,,,-6414.199335,D-glucose 1-phosphate(aq) = D-glucose 6-phosphate(aq),phosphoglucomutase,5.4.2.2
CHB_35374 = CHB_43896,Keq_2634,26.27319356,0.5,,,-6199.218755,D-mannose 1-phosphate(aq) = D-mannose 6-phosphate(aq),phosphomannomutase,5.4.2.8
CHB_18021 = CHB_30935,Keq_4126,259.0576006,0.5,,,-28265.58874,phosphoenolpyruvate(aq) = 3-phosphonopyruvate(aq),phosphoenolpyruvate mutase,5.4.2.9
CHB_18019 = CHB_15613,Keq_1935,40.7560271,0.5,,,-4721.154199,"L-lysine(aq) = (3S)-3,6-diaminohexanoate(aq)","lysine 2,3-aminomutase",5.4.3.2
CHB_47980 = CHB_29985,Keq_1382,11.1657563,0.5,,,-6089.472914,L-threo-3-methylaspartate(aq) = L-glutamate(aq),methylaspartate mutase,5.4.99.1
CHB_15846 + CHB_29052 + MAN_10170 = CHB_16908 + MAN_10108,Keq_2771,-136.1357407,0.4,,,46847.21244,D-glyceraldehyde 3-phosphate(aq) + (ethyl)phosphonate(aq) + NAD(aq) = (3-phospho-D-glycerol-ethyl)phosphonate(aq) + NADH(aq),glyceraldehyde-3-phosphate dehydrogenase,1.2.1.12
CHB_15846 + CHB_29052 + CHS_10449628 = CHB_16908 + MAN_10106,Keq_2773,-124.4135319,0.4,,,46864.86527,D-glyceraldehyde 3-phosphate(aq) + (methyl)phosphonate(aq) + NAD(aq) = (3-phospho-D-glycerol-methyl)phosphonate(aq) + NADH(aq),glyceraldehyde-3-phosphate dehydrogenase,1.2.1.12
CHB_15846 + CHB_29052 + CHS_5422719 = CHB_16908 + MAN_10107,Keq_2769,-128.4397202,0.4,,,51744.40942,D-glyceraldehyde 3-phosphate(aq) + (chloroethyl)phosphonate(aq) + NAD(aq) = (3-phospho-D-glycerol-chloroethyl)phosphonate(aq) + NADH(aq),glyceraldehyde-3-phosphate dehydrogenase,1.2.1.12
CHB_15846 + CHB_16215 + CHB_29052 = CHB_16908 + MAN_10006,Keq_2775,2.649291187,0.4,,,9642.314919,D-glyceraldehyde 3-phosphate(aq) + phosphonate(aq) + NAD(aq) = (3-phospho-D-glyceroyl)phosphonate(aq) + NADH(aq),glyceraldehyde-3-phosphate dehydrogenase,1.2.1.12
CHB_15846 + CHB_29052 + MAN_10112 = CHB_16908 + MAN_10104,Keq_2770,9.942495999,0.4,,,9200.502964,D-glyceraldehyde 3-phosphate(aq) + (chloromethyl)phosphonate(aq) + NAD(aq) = (3-phospho-D-glycerol-chloromethyl)phosphonate(aq) + NADH(aq),glyceraldehyde-3-phosphate dehydrogenase,1.2.1.12
CHB_15846 + CHB_29052 + MAN_10007 = CHB_16908 + MAN_10109,Keq_2772,7.801352934,0.4,,,11340.70416,D-glyceraldehyde 3-phosphate(aq) + (methoxy)phosphonate(aq) + NAD(aq) = (3-phospho-D-glycerol-methoxy)phosphonate(aq) + NADH(aq),glyceraldehyde-3-phosphate dehydrogenase,1.2.1.12
CHB_15846 + CHB_29052 + CHS_10454824 = CHB_16908 + MAN_10105,Keq_2768,7.690609796,0.4,,,14762.97521,D-glyceraldehyde 3-phosphate(aq) + (aminomethyl)phosphonate(aq) + NAD(aq) = (3-phospho-D-glycerol-aminomethyl)phosphonate(aq) + NADH(aq),glyceraldehyde-3-phosphate dehydrogenase,1.2.1.12
CHB_15346 + CHB_16891 + CHB_18009 = CHB_15535 + CHB_16474,Keq_1366,-276.0609243,0.4,,,39760.89461,glyoxylate(aq) + CoA(aq) + NADP(aq) = oxalyl-CoA(aq) + NADPH(aq),glyoxylate dehydrogenase (acylating),1.2.1.17
CHB_15635 + CHB_74819 = CHB_15377 + CHB_15570 + CHB_1989,Keq_1330,-22.85607124,0.4,,,-2982.959989,"2-methylserine(aq) + tetrahydrofolate(aq) = 5,10-methylenetetrahydrofolate(aq) + D-alanine(aq) + H2O(l)",D-alanine 2-hydroxymethyltransferase,2.1.2.7
CHB_15635 + CHB_28187 = CHB_15377 + CHB_16523 + CHB_1989,Keq_1329,-11.71741786,0.4,,,-5640.935313,"2-hydroxymethylserine(aq) + tetrahydrofolate(aq) = 5,10-methylenetetrahydrofolate(aq) + D-serine(aq) + H2O(l)",D-alanine 2-hydroxymethyltransferase,2.1.2.7
CHB_15346 + CHB_15589 = CHB_15351 + CHB_15377 + CHB_16891,Keq_1304,37.97246047,0.4,,,-61169.60642,(S)-malate(aq) + CoA(aq) = acetyl-CoA(aq) + H2O(l) + glyoxylate(aq),malate synthase,4.1.3.2
MAN_10201 = CHB_15343 + CHB_29052,Keq_19,110.9825694,0.333333333,,,20717.67098,2-deoxy-D-ribose 5-phosphate(aq) = D-glyceraldehyde 3-phosphate(aq) + acetaldehyde(aq),deoxyribose-phosphate aldolase,4.1.2.4
CHB_16842 + CHB_41218 = MAN_10114,Keq_4285,-86.34752536,0.333333333,-81.25050919,-81.25050919,-15941.56069,2-mercaptoethanol(aq) + formaldehyde(aq) = hemithioacetal(aq),hemithioacetal formation,7.1.1.1
MAN_10033 = CHB_18276 + PBC_15939,Keq_2666,165.6301357,0.333333333,,,12657.97128,methyl viologen(red)(aq) = methyl viologen(ox)(aq) + H2(g),hydrogenase,1.18.99.1
PBC_107595 = CHB_17562 + CHB_28181,Keq_2086,40.17935233,0.333333333,,,-2049.690114,guanylyl(3'->5')cytidine(aq) = guanosine 2':3'-(cyclic)phosphate(aq) + cytidine(aq),ribonuclease (unclassified),3.1.27.-
PBC_94237 = CHB_17562 + CHB_27652,Keq_2082,37.8690792,0.333333333,,,-3678.181588,cytidylyl(3'->5')cytidine(aq) = cytidine 2':3'-(cyclic)phosphate(aq) + cytidine(aq),ribonuclease (unclassified),3.1.27.-
PBC_97549 = CHB_17562 + CHB_28637,Keq_2088,35.05574457,0.333333333,,,-3608.907349,uridylyl(3'->5')cytidine(aq) = uridine 2':3'-(cyclic)phosphate(aq) + cytidine(aq),ribonuclease (unclassified),3.1.27.-
PBC_14629610 = CHB_16704 + CHB_28181,Keq_2087,54.63010652,0.333333333,,,-3287.544816,guanylyl(3'->5')uridine(aq) = guanosine 2':3'-(cyclic)phosphate(aq) + uridine(aq),ribonuclease (unclassified),3.1.27.-
MAN_10116 = CHB_16704 + CHB_27652,Keq_2083,52.84772856,0.333333333,,,-5993.172404,cytidylyl(3'->5')uridine(aq) = cytidine 2':3'-(cyclic)phosphate(aq) + uridine(aq),ribonuclease (unclassified),3.1.27.-
MAN_10029 = CHB_16704 + CHB_28637,Keq_2090,63.30894192,0.333333333,,,-4989.776458,uridylyl(3'->5')uridine(aq) = uridine 2':3'-(cyclic)phosphate(aq) + uridine(aq),ribonuclease (unclassified),3.1.27.-
PBC_91746281 = CHB_17562 + CHB_27844,Keq_2078,35.99904384,0.333333333,,,1160.129406,adenylyl(3'->5')cytidine(aq) = adenosine 2':3'-(cyclic)phosphate(aq) + cytidine(aq),ribonuclease (unclassified),3.1.27.-
